"","mindex","n","predictors","rsquare","adjr","predrsq","cp","aic","sbic","sbc","msep","fpe","apc","hsp"
"8937",6742,7,"WEIGHT NECK CHEST ABDOMEN ANKLE BICEPS FOREARM",0.723963157590781,0.715844426931686,0.700886422846981,17.6487583973237,1390.2384079836,692.014038621529,1421.78639180699,16.5527721814641,16.5335464886802,0.294593941058579,0.0675645774978458
"7174",6743,7,"AGE WEIGHT CHEST ABDOMEN ANKLE BICEPS WRIST",0.723931072910322,0.715811398584155,0.697880346900942,17.6775434363418,1390.26699972032,692.04078012012,1421.81498354371,16.5546961652393,16.5354682377891,0.294628182692345,0.0675724307534491
"6975",6744,7,"AGE WEIGHT ADIPOSITY ABDOMEN KNEE BICEPS WRIST",0.723902416073213,0.715781898898896,0.699334081069137,17.7032531570725,1390.29253398144,692.064662136214,1421.84051780483,16.5564145956197,16.5371846722492,0.294658766039512,0.0675794449877622
"6765",6745,7,"AGE WEIGHT HEIGHT ABDOMEN KNEE BICEPS WRIST",0.723901125883194,0.715780570762112,0.698795467613354,17.704410661822,1390.29368352428,692.065737298646,1421.84166734767,16.5564919629061,16.5372619496752,0.294660142964994,0.067579760783084
"8350",6746,7,"WEIGHT HEIGHT ADIPOSITY ABDOMEN THIGH KNEE WRIST",0.723897134280371,0.715776461759206,0.699724304175452,17.7079917616294,1390.29723995746,692.069063616803,1421.84522378085,16.556731322593,16.5375010313509,0.294664402910864,0.067580737793819
"7034",6747,7,"AGE WEIGHT NECK CHEST ABDOMEN BICEPS FOREARM",0.723894334446917,0.715773579577709,0.703369978909005,17.7105036555946,1390.29973451881,692.071396771852,1421.8477183422,16.5568992168672,16.5376687306195,0.294667390968416,0.0675814230993121
"9090",6748,7,"WEIGHT ABDOMEN HIP THIGH KNEE ANKLE WRIST",0.723881629352034,0.715760500803565,0.699340903894603,17.7219021375711,1390.31105403096,692.081983889896,1421.85903785435,16.5576610881425,16.5384297169974,0.294680950187325,0.0675845328811815
"8741",6749,7,"WEIGHT ADIPOSITY NECK ABDOMEN ANKLE BICEPS FOREARM",0.723875324973724,0.715754011002362,0.699771091730387,17.7275581632215,1390.31667067774,692.087237138297,1421.86465450114,16.5580391352793,16.5388073250405,0.294687678389387,0.0675860759819257
"7171",6750,7,"AGE WEIGHT CHEST ABDOMEN KNEE BICEPS WRIST",0.723865695795886,0.715744098613412,0.699881082904731,17.7361970605333,1390.32524918108,692.095260622467,1421.87323300447,16.5586165567048,16.5393840758033,0.294697954906912,0.0675884328822821
"6978",6751,7,"AGE WEIGHT ADIPOSITY ABDOMEN ANKLE BICEPS WRIST",0.723846077430166,0.715723903236936,0.696601618710985,17.7537978411751,1390.34272599024,692.111606747481,1421.89070981363,16.5597929878489,16.5405591405477,0.294718892154361,0.0675932348014009
"8470",6752,7,"WEIGHT HEIGHT NECK ABDOMEN HIP BICEPS FOREARM",0.723845772664174,0.715723589507238,0.701933422924167,17.7540712645302,1390.34299747794,692.111860671418,1421.89098130133,16.5598112633878,16.5405773948599,0.294719217408823,0.0675933093979124
"7103",6753,7,"AGE WEIGHT NECK ABDOMEN ANKLE BICEPS FOREARM",0.723845080125026,0.715722876599292,0.701734209007494,17.7546925818101,1390.34361439558,692.112437677941,1421.89159821898,16.559852792057,16.5406188752945,0.294719956505224,0.0675934789083101
"8673",6754,7,"WEIGHT ADIPOSITY NECK CHEST ABDOMEN BICEPS WRIST",0.723842651351099,0.715720376390838,0.696443888434883,17.7568715766216,1390.34577794842,692.114461261584,1421.89376177181,16.559998435447,16.5407643495228,0.29472254855807,0.0675940733908537
"7442",6755,7,"AGE HEIGHT ADIPOSITY ABDOMEN BICEPS FOREARM WRIST",0.72384118694642,0.715718868915433,0.69877103890395,17.7581853795089,1390.34708243152,692.115681352726,1421.89506625491,16.5600862496563,16.5408520617377,0.294724111410123,0.0675944318280919
"7084",6756,7,"AGE WEIGHT NECK ABDOMEN HIP BICEPS FOREARM",0.723839846410645,0.715717488952134,0.704018623382676,17.7593880523752,1390.34827656687,692.116798235221,1421.89626039026,16.5601666359667,16.5409323546811,0.294725542065951,0.0675947599463695
"8420",6757,7,"WEIGHT HEIGHT NECK CHEST ABDOMEN BICEPS FOREARM",0.723839837392814,0.715717479669073,0.699690744079732,17.7593961427974,1390.34828459984,692.116805748512,1421.89626842323,16.5601671767282,16.5409328948145,0.294725551690022,0.0675947621536326
"8421",6758,7,"WEIGHT HEIGHT NECK CHEST ABDOMEN BICEPS WRIST",0.723825334413932,0.715702550131989,0.69586359835794,17.7724076114179,1390.36120333182,692.128888739933,1421.90918715522,16.5610368595694,16.5418015675376,0.294741029659081,0.0675983119973131
"8070",6759,7,"AGE NECK ABDOMEN HIP ANKLE FOREARM WRIST",0.723824120251018,0.715701300258401,0.699069495168117,17.7734969078159,1390.36228483371,692.129900278628,1421.9102686571,16.5611096678291,16.5418742912321,0.294742325446393,0.0675986091837451
"7441",6760,7,"AGE HEIGHT ADIPOSITY ABDOMEN ANKLE FOREARM WRIST",0.72381754360857,0.715694530185293,0.695844103853998,17.7793971975107,1390.36814282094,692.135379312203,1421.91612664434,16.5615040415047,16.5422682068511,0.294749344216064,0.0676002189256349
"8489",6761,7,"WEIGHT HEIGHT NECK ABDOMEN ANKLE BICEPS FOREARM",0.723808473129922,0.715685192927861,0.699462058124222,17.7875348531788,1390.37622190437,692.142935770215,1421.92420572777,16.5620479600821,16.5428114936786,0.294759024474789,0.0676024390751345
"8353",6762,7,"WEIGHT HEIGHT ADIPOSITY ABDOMEN THIGH ANKLE WRIST",0.723804700254231,0.715681309085238,0.695493741729264,17.7909197201127,1390.37958232999,692.146078818059,1421.92756615338,16.5622742036199,16.5430374744393,0.294763050989182,0.0676033625487903
"6852",6763,7,"AGE WEIGHT ADIPOSITY NECK ABDOMEN BICEPS FOREARM",0.723792765574057,0.715669023385059,0.702210404855344,17.8016270180996,1390.39021201085,692.156020905403,1421.93819583424,16.562989876355,16.5437523159357,0.294775788000796,0.0676062837589321
"9456",6764,7,"HEIGHT NECK ABDOMEN HIP ANKLE FOREARM WRIST",0.723738527691293,0.715613190270449,0.697100213955161,17.8502869875711,1390.43851345866,692.201198198269,1421.98649728205,16.5662422947972,16.5470009567632,0.29483367212778,0.0676195593767857
"8551",6765,7,"WEIGHT HEIGHT CHEST ABDOMEN THIGH BICEPS WRIST",0.723723746777546,0.715597974623944,0.695475968670768,17.863547807777,1390.45167493023,692.213508461145,1421.99965875362,16.5671286442271,16.547886276717,0.2948494467164,0.0676231772496161
"6642",6766,7,"AGE WEIGHT HEIGHT NECK ABDOMEN BICEPS FOREARM",0.723697747750158,0.71557121091928,0.701948867408318,17.8868730523203,1390.47482371607,692.235160199065,1422.02280753946,16.5686876969011,16.5494435185845,0.294877193577562,0.0676295409410911
"8067",6767,7,"AGE NECK ABDOMEN HIP KNEE FOREARM WRIST",0.723681932837322,0.715554930861949,0.701668125685665,17.9010615334443,1390.48890379392,692.248329760419,1422.03688761731,16.5696360509214,16.5503907711118,0.294894071677816,0.0676334119022809
"9797",6768,7,"NECK CHEST ABDOMEN HIP THIGH FOREARM WRIST",0.723649909360162,0.715521965517814,0.701730001663837,17.929791663412,1390.51741195123,692.274994500578,1422.06539577462,16.5715563645914,16.5523088543783,0.294928247993777,0.0676412501773657
"8335",6769,7,"WEIGHT HEIGHT ADIPOSITY ABDOMEN HIP THIGH FOREARM",0.7235897635718,0.715460050735677,0.702947591145861,17.9837519597278,1390.57094641552,692.325067711063,1422.11893023891,16.575163055364,16.5559113560563,0.294992437196482,0.0676559718527169
"7026",6770,7,"AGE WEIGHT NECK CHEST ABDOMEN THIGH WRIST",0.723515367748505,0.715383466799932,0.700241172964585,18.0504967938889,1390.63714841404,692.386990224165,1422.18513223744,16.5796242609897,16.5603673800866,0.295071834419662,0.0676741814595384
"8225",6771,7,"WEIGHT HEIGHT ADIPOSITY NECK ABDOMEN HIP WRIST",0.723473496596763,0.715340364143726,0.698287582420239,18.0880618473478,1390.67440011725,692.421834252387,1422.22238394064,16.5821350984189,16.5628753012315,0.295116520438749,0.0676844301156676
"8615",6772,7,"WEIGHT HEIGHT ABDOMEN HIP ANKLE BICEPS WRIST",0.723466246189667,0.715332900489363,0.696067239437214,18.094566610623,1390.68085004788,692.427867334999,1422.22883387127,16.5825698749358,16.5633095727648,0.29512425826817,0.067686204772586
"9049",6773,7,"WEIGHT CHEST ABDOMEN HIP ANKLE BICEPS WRIST",0.723464037539362,0.715330626878755,0.697994932060425,18.096548119689,1390.68281481998,692.429705128868,1422.23079864337,16.5827023184351,16.5634418624337,0.295126615399168,0.0676867453762365
"8853",6774,7,"WEIGHT ADIPOSITY ABDOMEN HIP THIGH KNEE WRIST",0.723408147745166,0.715273093267083,0.700571006642795,18.1466901152968,1390.73252806547,692.476205787435,1422.28051188886,16.5860537950804,16.5667894464102,0.295186262490453,0.0677004253267037
"9346",6775,7,"HEIGHT ADIPOSITY ABDOMEN ANKLE BICEPS FOREARM WRIST",0.723366381023431,0.715230098112355,0.696070628987486,18.184161478503,1390.76967246355,692.510950146038,1422.31765628694,16.58855837028,16.5692911125989,0.295230837059028,0.0677106484218635
"8867",6776,7,"WEIGHT ADIPOSITY ABDOMEN HIP ANKLE BICEPS WRIST",0.723333418331789,0.715196165929783,0.696664753836906,18.2137342325858,1390.79898321437,692.538367211379,1422.34696703776,16.5905350047048,16.5712654512049,0.295266015729939,0.067718716585209
"9340",6777,7,"HEIGHT ADIPOSITY ABDOMEN THIGH ANKLE FOREARM WRIST",0.723325023408142,0.715187524096617,0.695567154813852,18.2212658084437,1390.80644750541,692.545349282625,1422.3544313288,16.591038413081,16.571768274883,0.295274975018202,0.0677207713814616
"7790",6778,7,"AGE ADIPOSITY NECK ABDOMEN HIP THIGH WRIST",0.723322660384364,0.715185091572139,0.698873261347365,18.2233858149601,1390.80854853158,692.547314577008,1422.35653235497,16.5911801137102,16.57190981093,0.295277496900721,0.0677213497705701
"7986",6779,7,"AGE NECK CHEST ABDOMEN HIP THIGH WRIST",0.723298170736746,0.715159881640768,0.699823634194278,18.2453569068379,1390.83032186045,692.567681343237,1422.37830568384,16.5926486552074,16.5733766467475,0.295303632911204,0.0677273440164104
"7090",6780,7,"AGE WEIGHT NECK ABDOMEN THIGH KNEE WRIST",0.723272989837945,0.715133960127296,0.701309975330044,18.2679481604868,1390.85270775966,692.58862120531,1422.40069158305,16.59415864814,16.5748848858554,0.295330506643538,0.0677335074573976
"9035",6781,7,"WEIGHT CHEST ABDOMEN HIP THIGH KNEE WRIST",0.723268264290552,0.715129095593215,0.701290159190304,18.2721877247941,1390.85690855933,692.592550661616,1422.40489238272,16.5944420194057,16.5751679279914,0.295335549874789,0.0677346641131913
"8604",6782,7,"WEIGHT HEIGHT ABDOMEN HIP THIGH ANKLE WRIST",0.723259549356367,0.715120124337436,0.695693542212347,18.2800064007784,1390.86465555679,692.599797264364,1422.41263938018,16.5949646174723,16.5756899190715,0.295344850686903,0.0677367972373099
"9038",6783,7,"WEIGHT CHEST ABDOMEN HIP THIGH ANKLE WRIST",0.723240658657574,0.715100678029856,0.697614393376987,18.2969543489594,1390.88144729536,692.615504430285,1422.42943111876,16.5960974134815,16.5768213993621,0.295365011348639,0.0677414210479266
"7438",6784,7,"AGE HEIGHT ADIPOSITY ABDOMEN KNEE FOREARM WRIST",0.72323723288667,0.715097151500984,0.698174768665723,18.3000278079356,1390.88449230343,692.618352768291,1422.43247612682,16.5963028426004,16.5770265898795,0.29536866742347,0.0677422595619516
